transaction_id,date,city,branch_id,account_no,amount,status
TXN494246,2025-05-05,Mumbai,MUM-1,ACC89443,7792.43,FAILED
TXN318579,2025-05-05,Mumbai,MUM-1,ACC80145,4285.6,FAILED
TXN513527,2025-05-05,Mumbai,MUM-1,ACC41099,3634.37,SUCCESS
TXN497688,2025-05-05,Mumbai,MUM-1,ACC26963,2254.15,FAILED
TXN583100,2025-05-05,Mumbai,MUM-1,ACC20959,5960.94,SUCCESS
TXN968663,2025-05-05,Mumbai,MUM-1,ACC88460,8280.89,SUCCESS
TXN475058,2025-05-05,Mumbai,MUM-1,ACC94660,4967.44,SUCCESS
TXN776848,2025-05-05,Mumbai,MUM-1,ACC29575,5829.91,SUCCESS
TXN707308,2025-05-05,Mumbai,MUM-1,ACC99189,2720.16,PENDING
TXN399642,2025-05-05,Mumbai,MUM-1,ACC13595,324.96,SUCCESS
TXN865635,2025-05-05,Mumbai,MUM-1,ACC84633,4343.94,SUCCESS
TXN275092,2025-05-05,Mumbai,MUM-1,ACC43613,940.99,SUCCESS
TXN685700,2025-05-05,Mumbai,MUM-1,ACC32122,608.38,FAILED
TXN796497,2025-05-05,Mumbai,MUM-1,ACC77891,3208.46,SUCCESS
TXN742128,2025-05-05,Mumbai,MUM-1,ACC21937,9663.06,SUCCESS
TXN945176,2025-05-05,Mumbai,MUM-1,ACC57299,5422.13,SUCCESS
TXN844170,2025-05-05,Mumbai,MUM-1,ACC97610,6377.79,SUCCESS
TXN833527,2025-05-05,Mumbai,MUM-1,ACC33672,6944.69,SUCCESS
TXN769992,2025-05-05,Mumbai,MUM-1,ACC48690,6225.35,SUCCESS
TXN842073,2025-05-05,Mumbai,MUM-1,ACC62181,9013.76,SUCCESS
TXN616158,2025-05-05,Mumbai,MUM-1,ACC57620,4798.9,SUCCESS
TXN570012,2025-05-05,Mumbai,MUM-1,ACC65580,8973.51,SUCCESS
TXN525360,2025-05-05,Mumbai,MUM-1,ACC62215,9703.74,PENDING
TXN414821,2025-05-05,Mumbai,MUM-1,ACC38806,8023.65,SUCCESS
TXN308214,2025-05-05,Mumbai,MUM-1,ACC94652,6158.43,SUCCESS
TXN902883,2025-05-05,Mumbai,MUM-1,ACC49632,9980.54,SUCCESS
TXN731884,2025-05-05,Mumbai,MUM-1,ACC95475,1890.17,SUCCESS
TXN376839,2025-05-05,Mumbai,MUM-1,ACC99656,2067.01,FAILED
TXN509289,2025-05-05,Mumbai,MUM-1,ACC97043,3482.73,SUCCESS
TXN574779,2025-05-05,Mumbai,MUM-1,ACC67231,6562.93,SUCCESS
TXN699933,2025-05-05,Mumbai,MUM-1,ACC59967,214.65,SUCCESS
TXN815071,2025-05-05,Mumbai,MUM-1,ACC35905,9045.51,SUCCESS
TXN340739,2025-05-05,Mumbai,MUM-1,ACC63314,7431.58,SUCCESS
TXN443441,2025-05-05,Mumbai,MUM-1,ACC41345,4901.16,FAILED
TXN869648,2025-05-05,Mumbai,MUM-1,ACC95493,809.77,FAILED
TXN899158,2025-05-05,Mumbai,MUM-1,ACC45096,2825.16,SUCCESS
TXN469833,2025-05-05,Mumbai,MUM-1,ACC79790,5773.24,FAILED
TXN265111,2025-05-05,Mumbai,MUM-1,ACC65667,8827.7,SUCCESS
TXN753146,2025-05-05,Mumbai,MUM-1,ACC44775,9582.7,SUCCESS
TXN794638,2025-05-05,Mumbai,MUM-1,ACC64396,4506.32,SUCCESS
TXN356797,2025-05-05,Mumbai,MUM-1,ACC32582,5868.85,SUCCESS
TXN440701,2025-05-05,Mumbai,MUM-1,ACC96091,915.61,SUCCESS
TXN538726,2025-05-05,Mumbai,MUM-1,ACC33244,8666.54,SUCCESS
TXN389549,2025-05-05,Mumbai,MUM-1,ACC97126,1127.81,SUCCESS
TXN370843,2025-05-05,Mumbai,MUM-1,ACC33368,5966.09,FAILED
TXN573330,2025-05-05,Mumbai,MUM-1,ACC31316,1255.94,SUCCESS
TXN967435,2025-05-05,Mumbai,MUM-1,ACC12327,7715.46,SUCCESS
TXN594647,2025-05-05,Mumbai,MUM-1,ACC61263,4382.28,SUCCESS
TXN874247,2025-05-05,Mumbai,MUM-1,ACC65729,4609.92,SUCCESS
TXN264350,2025-05-05,Mumbai,MUM-1,ACC60473,8461.69,PENDING
TXN501385,2025-05-05,Mumbai,MUM-1,ACC23567,8073.42,SUCCESS
TXN686745,2025-05-05,Mumbai,MUM-1,ACC21116,3520.22,SUCCESS
TXN946452,2025-05-05,Mumbai,MUM-1,ACC66757,5677.28,SUCCESS
TXN740858,2025-05-05,Mumbai,MUM-1,ACC97260,9069.15,SUCCESS
TXN315596,2025-05-05,Mumbai,MUM-1,ACC41354,3040.37,SUCCESS
TXN442952,2025-05-05,Mumbai,MUM-1,ACC52455,1861.99,SUCCESS
TXN499698,2025-05-05,Mumbai,MUM-1,ACC24052,2681.24,SUCCESS
TXN511307,2025-05-05,Mumbai,MUM-1,ACC67397,6506.55,FAILED
TXN502981,2025-05-05,Mumbai,MUM-1,ACC21528,2860.69,FAILED
TXN633813,2025-05-05,Mumbai,MUM-1,ACC17844,6233.92,SUCCESS
TXN495870,2025-05-05,Mumbai,MUM-1,ACC31467,1231.64,SUCCESS
TXN521597,2025-05-05,Mumbai,MUM-1,ACC96296,4967.18,PENDING
TXN537067,2025-05-05,Mumbai,MUM-1,ACC90659,9199.63,SUCCESS
TXN499372,2025-05-05,Mumbai,MUM-1,ACC91908,6350.55,FAILED
TXN331259,2025-05-05,Mumbai,MUM-1,ACC95738,6952.72,SUCCESS
TXN913673,2025-05-05,Mumbai,MUM-1,ACC14106,205.96,SUCCESS
TXN958579,2025-05-05,Mumbai,MUM-1,ACC21024,8878.83,SUCCESS
TXN736919,2025-05-05,Mumbai,MUM-1,ACC95726,4122.13,SUCCESS
TXN511804,2025-05-05,Mumbai,MUM-1,ACC31959,5598.18,SUCCESS
TXN798314,2025-05-05,Mumbai,MUM-1,ACC37201,7396.91,SUCCESS
TXN970254,2025-05-05,Mumbai,MUM-1,ACC16585,8073.25,SUCCESS
TXN490268,2025-05-05,Mumbai,MUM-1,ACC30886,1308.94,PENDING
TXN881896,2025-05-04,Mumbai,MUM-1,ACC81487,9311.06,SUCCESS
TXN512806,2025-05-04,Mumbai,MUM-1,ACC81326,8240.03,SUCCESS
TXN901148,2025-05-04,Mumbai,MUM-1,ACC77861,1522.87,SUCCESS
TXN479871,2025-05-04,Mumbai,MUM-1,ACC13540,3757.24,SUCCESS
TXN933363,2025-05-04,Mumbai,MUM-1,ACC58913,4210.87,SUCCESS
TXN101791,2025-05-04,Mumbai,MUM-1,ACC69076,2320.44,FAILED
TXN485161,2025-05-04,Mumbai,MUM-1,ACC48402,7945.26,SUCCESS
TXN702831,2025-05-04,Mumbai,MUM-1,ACC94275,3907.1,SUCCESS
TXN329822,2025-05-04,Mumbai,MUM-1,ACC19870,3416.8,SUCCESS
TXN520404,2025-05-04,Mumbai,MUM-1,ACC26291,2122.58,SUCCESS
TXN545349,2025-05-04,Mumbai,MUM-1,ACC80657,7434.74,PENDING
TXN752169,2025-05-04,Mumbai,MUM-1,ACC55095,6861.79,SUCCESS
TXN822302,2025-05-04,Mumbai,MUM-1,ACC15678,9502.0,SUCCESS
TXN608891,2025-05-04,Mumbai,MUM-1,ACC66692,3214.35,SUCCESS
TXN256836,2025-05-04,Mumbai,MUM-1,ACC97994,9033.55,SUCCESS
TXN190397,2025-05-04,Mumbai,MUM-1,ACC36076,1491.76,SUCCESS
TXN475043,2025-05-04,Mumbai,MUM-1,ACC15808,5865.7,SUCCESS
TXN643774,2025-05-04,Mumbai,MUM-1,ACC27166,6086.98,SUCCESS
TXN938093,2025-05-04,Mumbai,MUM-1,ACC84200,8015.6,SUCCESS
TXN271419,2025-05-04,Mumbai,MUM-1,ACC42783,8541.38,PENDING
TXN207577,2025-05-04,Mumbai,MUM-1,ACC97991,776.3,SUCCESS
TXN199746,2025-05-04,Mumbai,MUM-1,ACC56442,1907.98,SUCCESS
TXN363866,2025-05-04,Mumbai,MUM-1,ACC72485,9921.07,SUCCESS
TXN609565,2025-05-04,Mumbai,MUM-1,ACC97650,329.11,FAILED
TXN190263,2025-05-04,Mumbai,MUM-1,ACC79572,7037.84,SUCCESS
TXN361189,2025-05-04,Mumbai,MUM-1,ACC83807,5944.07,SUCCESS
TXN506061,2025-05-04,Mumbai,MUM-1,ACC34349,7849.0,SUCCESS
TXN696183,2025-05-04,Mumbai,MUM-1,ACC77009,5305.04,SUCCESS
TXN653710,2025-05-04,Mumbai,MUM-1,ACC33658,3595.06,FAILED
TXN380448,2025-05-04,Mumbai,MUM-1,ACC72145,5625.0,FAILED
TXN554482,2025-05-04,Mumbai,MUM-1,ACC82818,2833.5,SUCCESS
TXN924896,2025-05-04,Mumbai,MUM-1,ACC30939,3161.87,SUCCESS
TXN620315,2025-05-04,Mumbai,MUM-1,ACC43294,5750.23,SUCCESS
TXN140061,2025-05-04,Mumbai,MUM-1,ACC57077,692.22,SUCCESS
TXN311426,2025-05-04,Mumbai,MUM-1,ACC29307,2111.65,SUCCESS
TXN575502,2025-05-04,Mumbai,MUM-1,ACC32323,884.61,SUCCESS
TXN353545,2025-05-04,Mumbai,MUM-1,ACC55841,3254.89,SUCCESS
TXN585722,2025-05-04,Mumbai,MUM-1,ACC89563,2227.8,SUCCESS
TXN237708,2025-05-04,Mumbai,MUM-1,ACC40048,4374.91,SUCCESS
TXN799728,2025-05-04,Mumbai,MUM-1,ACC11844,3178.25,SUCCESS
TXN279084,2025-05-04,Mumbai,MUM-1,ACC13424,444.04,SUCCESS
TXN191531,2025-05-04,Mumbai,MUM-1,ACC88506,4955.91,SUCCESS
TXN616719,2025-05-04,Mumbai,MUM-1,ACC97563,5898.07,FAILED
TXN790236,2025-05-04,Mumbai,MUM-1,ACC50794,1639.4,SUCCESS
TXN162938,2025-05-04,Mumbai,MUM-1,ACC90067,1471.93,SUCCESS
TXN999818,2025-05-04,Mumbai,MUM-1,ACC19586,5713.31,SUCCESS
TXN822633,2025-05-04,Mumbai,MUM-1,ACC15501,7401.83,SUCCESS
TXN436634,2025-05-04,Mumbai,MUM-1,ACC87388,153.5,SUCCESS
TXN622096,2025-05-04,Mumbai,MUM-1,ACC10177,9398.19,SUCCESS
TXN593295,2025-05-04,Mumbai,MUM-1,ACC52013,2339.34,PENDING
TXN317788,2025-05-04,Mumbai,MUM-1,ACC97431,5884.97,SUCCESS
TXN987302,2025-05-04,Mumbai,MUM-1,ACC95397,5439.23,SUCCESS
TXN162010,2025-05-04,Mumbai,MUM-1,ACC70782,5359.12,SUCCESS
TXN433669,2025-05-04,Mumbai,MUM-1,ACC55465,3391.07,SUCCESS
TXN693017,2025-05-04,Mumbai,MUM-1,ACC79505,6783.1,SUCCESS
TXN646159,2025-05-04,Mumbai,MUM-1,ACC87578,2438.07,FAILED
TXN510213,2025-05-04,Mumbai,MUM-1,ACC89508,4865.8,SUCCESS
TXN233210,2025-05-04,Mumbai,MUM-1,ACC69780,2054.34,SUCCESS
TXN627454,2025-05-04,Mumbai,MUM-1,ACC84594,5013.46,SUCCESS
TXN262549,2025-05-04,Mumbai,MUM-1,ACC96766,2443.95,SUCCESS
TXN408249,2025-05-04,Mumbai,MUM-1,ACC32226,150.09,SUCCESS
TXN672146,2025-05-04,Mumbai,MUM-1,ACC95037,7369.27,SUCCESS
TXN656914,2025-05-04,Mumbai,MUM-1,ACC73300,8885.03,SUCCESS
TXN571225,2025-05-04,Mumbai,MUM-1,ACC14079,785.11,SUCCESS
TXN575908,2025-05-04,Mumbai,MUM-1,ACC11022,7767.3,SUCCESS
TXN572536,2025-05-04,Mumbai,MUM-1,ACC79708,4504.57,SUCCESS
TXN128553,2025-05-04,Mumbai,MUM-1,ACC63204,5655.38,SUCCESS
TXN175370,2025-05-04,Mumbai,MUM-1,ACC59039,9680.73,SUCCESS
TXN970571,2025-05-04,Mumbai,MUM-1,ACC14308,1132.38,FAILED
TXN127671,2025-05-04,Mumbai,MUM-1,ACC74080,8861.18,SUCCESS
TXN374108,2025-05-04,Mumbai,MUM-1,ACC10372,3960.72,SUCCESS
TXN562803,2025-05-04,Mumbai,MUM-1,ACC42558,5893.3,FAILED
TXN294734,2025-05-04,Mumbai,MUM-1,ACC37868,8188.22,SUCCESS
TXN638080,2025-05-04,Mumbai,MUM-1,ACC18324,3197.17,SUCCESS
TXN438973,2025-05-04,Mumbai,MUM-1,ACC90278,6129.83,SUCCESS
TXN712823,2025-05-04,Mumbai,MUM-1,ACC61175,1356.92,SUCCESS
TXN584807,2025-05-04,Mumbai,MUM-1,ACC38819,5368.86,SUCCESS
TXN747602,2025-05-04,Mumbai,MUM-1,ACC50256,1896.54,SUCCESS
TXN964860,2025-05-04,Mumbai,MUM-1,ACC35744,7836.92,SUCCESS
TXN702510,2025-05-04,Mumbai,MUM-1,ACC48426,4803.53,SUCCESS
TXN508573,2025-05-04,Mumbai,MUM-1,ACC26500,7581.41,FAILED
TXN609938,2025-05-04,Mumbai,MUM-1,ACC61673,2548.2,SUCCESS
TXN233041,2025-05-04,Mumbai,MUM-1,ACC86377,1602.67,SUCCESS
TXN823284,2025-05-04,Mumbai,MUM-1,ACC71645,6836.41,SUCCESS
TXN824357,2025-05-04,Mumbai,MUM-1,ACC84454,7554.75,SUCCESS
TXN726629,2025-05-04,Mumbai,MUM-1,ACC73109,3058.98,SUCCESS
TXN440888,2025-05-04,Mumbai,MUM-1,ACC14939,7107.89,SUCCESS
TXN759412,2025-05-04,Mumbai,MUM-1,ACC66932,2247.59,SUCCESS
TXN280289,2025-05-04,Mumbai,MUM-1,ACC76544,8023.08,SUCCESS
TXN329903,2025-05-04,Mumbai,MUM-1,ACC63849,2452.12,SUCCESS
TXN893305,2025-05-04,Mumbai,MUM-1,ACC11806,4206.51,SUCCESS
TXN814041,2025-05-04,Mumbai,MUM-1,ACC21924,5207.84,SUCCESS
TXN206172,2025-05-04,Mumbai,MUM-1,ACC23156,7619.29,SUCCESS
TXN596384,2025-05-04,Mumbai,MUM-1,ACC40460,1051.1,SUCCESS
TXN240961,2025-05-04,Mumbai,MUM-1,ACC93420,8014.68,SUCCESS
TXN187851,2025-05-04,Mumbai,MUM-1,ACC35576,5493.29,FAILED
TXN631268,2025-05-04,Mumbai,MUM-1,ACC54713,5235.08,SUCCESS
TXN533933,2025-05-04,Mumbai,MUM-1,ACC37573,5383.66,SUCCESS
TXN451054,2025-05-04,Mumbai,MUM-1,ACC44206,7624.91,PENDING
TXN179564,2025-05-04,Mumbai,MUM-1,ACC34307,8680.65,SUCCESS
TXN430275,2025-05-03,Mumbai,MUM-1,ACC37538,6645.75,SUCCESS
TXN378621,2025-05-03,Mumbai,MUM-1,ACC84998,9689.44,SUCCESS
TXN946806,2025-05-03,Mumbai,MUM-1,ACC28374,2324.68,SUCCESS
TXN295525,2025-05-03,Mumbai,MUM-1,ACC55205,8041.84,SUCCESS
TXN795410,2025-05-03,Mumbai,MUM-1,ACC36482,1776.29,SUCCESS
TXN693973,2025-05-03,Mumbai,MUM-1,ACC53766,4087.71,SUCCESS
TXN739025,2025-05-03,Mumbai,MUM-1,ACC89117,7942.32,SUCCESS
TXN402207,2025-05-03,Mumbai,MUM-1,ACC12384,7445.91,SUCCESS
TXN860912,2025-05-03,Mumbai,MUM-1,ACC76800,8949.76,SUCCESS
TXN282347,2025-05-03,Mumbai,MUM-1,ACC42113,9619.76,SUCCESS
TXN675159,2025-05-03,Mumbai,MUM-1,ACC14675,4182.49,SUCCESS
TXN667193,2025-05-03,Mumbai,MUM-1,ACC70856,7113.16,SUCCESS
TXN597679,2025-05-03,Mumbai,MUM-1,ACC69703,365.15,FAILED
TXN398842,2025-05-03,Mumbai,MUM-1,ACC17873,1081.64,FAILED
TXN255082,2025-05-03,Mumbai,MUM-1,ACC82554,2017.02,SUCCESS
TXN901038,2025-05-03,Mumbai,MUM-1,ACC66260,6669.13,FAILED
TXN399531,2025-05-03,Mumbai,MUM-1,ACC34913,8589.92,PENDING
TXN367342,2025-05-03,Mumbai,MUM-1,ACC30028,9033.2,SUCCESS
TXN997060,2025-05-03,Mumbai,MUM-1,ACC33277,7295.3,SUCCESS
TXN830170,2025-05-03,Mumbai,MUM-1,ACC56567,233.09,SUCCESS
TXN105919,2025-05-03,Mumbai,MUM-1,ACC10615,8089.91,SUCCESS
TXN418232,2025-05-03,Mumbai,MUM-1,ACC72143,7167.74,PENDING
TXN737129,2025-05-03,Mumbai,MUM-1,ACC23372,9790.28,SUCCESS
TXN842776,2025-05-03,Mumbai,MUM-1,ACC37122,7069.21,SUCCESS
TXN102124,2025-05-03,Mumbai,MUM-1,ACC96012,3745.87,SUCCESS
TXN425883,2025-05-03,Mumbai,MUM-1,ACC90687,7256.48,SUCCESS
TXN725825,2025-05-03,Mumbai,MUM-1,ACC61988,6032.13,SUCCESS
TXN176673,2025-05-03,Mumbai,MUM-1,ACC52652,4061.19,FAILED
TXN409166,2025-05-03,Mumbai,MUM-1,ACC75242,7234.41,PENDING
TXN130701,2025-05-03,Mumbai,MUM-1,ACC71113,910.2,SUCCESS
TXN596823,2025-05-03,Mumbai,MUM-1,ACC78633,9259.65,FAILED
TXN453983,2025-05-03,Mumbai,MUM-1,ACC50146,2139.81,SUCCESS
TXN232811,2025-05-03,Mumbai,MUM-1,ACC29775,3675.93,SUCCESS
TXN284221,2025-05-03,Mumbai,MUM-1,ACC82859,8978.36,SUCCESS
TXN317047,2025-05-03,Mumbai,MUM-1,ACC42937,5637.04,SUCCESS
TXN493935,2025-05-03,Mumbai,MUM-1,ACC78122,4429.75,SUCCESS
TXN213163,2025-05-03,Mumbai,MUM-1,ACC64823,3977.69,SUCCESS
TXN324405,2025-05-03,Mumbai,MUM-1,ACC31574,778.46,SUCCESS
TXN844113,2025-05-03,Mumbai,MUM-1,ACC74323,8466.5,SUCCESS
TXN417145,2025-05-03,Mumbai,MUM-1,ACC71611,8397.11,SUCCESS
TXN652794,2025-05-03,Mumbai,MUM-1,ACC66681,5954.74,SUCCESS
TXN484756,2025-05-03,Mumbai,MUM-1,ACC83927,3339.69,SUCCESS
TXN887937,2025-05-03,Mumbai,MUM-1,ACC47592,547.67,FAILED
TXN639122,2025-05-03,Mumbai,MUM-1,ACC88495,7805.09,SUCCESS
TXN940000,2025-05-03,Mumbai,MUM-1,ACC51367,8624.14,FAILED
TXN391481,2025-05-03,Mumbai,MUM-1,ACC49102,5011.58,SUCCESS
TXN115902,2025-05-03,Mumbai,MUM-1,ACC89530,1824.34,SUCCESS
TXN152211,2025-05-03,Mumbai,MUM-1,ACC56766,8939.57,SUCCESS
TXN682825,2025-05-03,Mumbai,MUM-1,ACC75848,2634.97,FAILED
TXN637908,2025-05-03,Mumbai,MUM-1,ACC28234,1521.52,PENDING
TXN927976,2025-05-03,Mumbai,MUM-1,ACC84255,7958.13,FAILED
TXN392765,2025-05-03,Mumbai,MUM-1,ACC86945,4403.02,SUCCESS
TXN168123,2025-05-03,Mumbai,MUM-1,ACC24079,4658.37,SUCCESS
TXN634004,2025-05-03,Mumbai,MUM-1,ACC48865,9962.63,SUCCESS
TXN215291,2025-05-03,Mumbai,MUM-1,ACC65750,4884.41,SUCCESS
TXN330024,2025-05-03,Mumbai,MUM-1,ACC88437,1545.16,SUCCESS
TXN119324,2025-05-03,Mumbai,MUM-1,ACC47399,6958.39,SUCCESS
TXN290814,2025-05-03,Mumbai,MUM-1,ACC98628,9739.65,SUCCESS
TXN880797,2025-05-03,Mumbai,MUM-1,ACC69703,4057.07,FAILED
TXN579008,2025-05-03,Mumbai,MUM-1,ACC55176,2641.93,FAILED
TXN292701,2025-05-03,Mumbai,MUM-1,ACC83822,5691.11,SUCCESS
TXN915505,2025-05-03,Mumbai,MUM-1,ACC68536,1567.93,SUCCESS
TXN886646,2025-05-03,Mumbai,MUM-1,ACC34267,4271.51,SUCCESS
TXN461466,2025-05-03,Mumbai,MUM-1,ACC69012,8177.29,SUCCESS
TXN262193,2025-05-03,Mumbai,MUM-1,ACC12876,6623.4,SUCCESS
TXN175910,2025-05-03,Mumbai,MUM-1,ACC90456,1730.74,SUCCESS
TXN311957,2025-05-03,Mumbai,MUM-1,ACC41436,5466.59,SUCCESS
TXN924900,2025-05-03,Mumbai,MUM-1,ACC35927,9178.79,FAILED
TXN761570,2025-05-03,Mumbai,MUM-1,ACC47515,7765.04,SUCCESS
TXN427797,2025-05-03,Mumbai,MUM-1,ACC49533,1486.26,SUCCESS
TXN263117,2025-05-03,Mumbai,MUM-1,ACC25545,9201.86,SUCCESS
TXN382317,2025-05-03,Mumbai,MUM-1,ACC37858,9268.61,SUCCESS
TXN209507,2025-05-03,Mumbai,MUM-1,ACC21224,7932.34,SUCCESS
TXN945819,2025-05-03,Mumbai,MUM-1,ACC73474,8800.35,SUCCESS
TXN926423,2025-05-03,Mumbai,MUM-1,ACC81645,5254.09,FAILED
TXN427299,2025-05-03,Mumbai,MUM-1,ACC44244,5917.25,FAILED
TXN308545,2025-05-03,Mumbai,MUM-1,ACC75101,4095.73,SUCCESS
TXN976431,2025-05-03,Mumbai,MUM-1,ACC24493,7862.63,SUCCESS
TXN726038,2025-05-03,Mumbai,MUM-1,ACC76338,7834.75,SUCCESS
TXN130049,2025-05-03,Mumbai,MUM-1,ACC68381,4525.73,FAILED
TXN611347,2025-05-03,Mumbai,MUM-1,ACC27292,6958.83,SUCCESS
TXN105212,2025-05-03,Mumbai,MUM-1,ACC75989,5694.91,SUCCESS
TXN908845,2025-05-03,Mumbai,MUM-1,ACC17603,8485.69,SUCCESS
TXN109816,2025-05-03,Mumbai,MUM-1,ACC97548,1165.06,SUCCESS
TXN818727,2025-05-03,Mumbai,MUM-1,ACC82050,3828.82,SUCCESS
TXN529047,2025-05-03,Mumbai,MUM-1,ACC57978,4162.31,FAILED
TXN844318,2025-05-03,Mumbai,MUM-1,ACC88354,4065.55,FAILED
TXN481601,2025-05-03,Mumbai,MUM-1,ACC92073,5966.27,SUCCESS
TXN356020,2025-05-03,Mumbai,MUM-1,ACC97018,4446.46,SUCCESS
TXN140583,2025-05-03,Mumbai,MUM-1,ACC29247,6693.42,FAILED
TXN123122,2025-05-03,Mumbai,MUM-1,ACC60787,2749.55,SUCCESS
TXN890595,2025-05-03,Mumbai,MUM-1,ACC47008,4172.57,SUCCESS
TXN240014,2025-05-03,Mumbai,MUM-1,ACC67738,4850.84,SUCCESS
TXN866617,2025-05-03,Mumbai,MUM-1,ACC92467,6688.79,SUCCESS
TXN510811,2025-05-03,Mumbai,MUM-1,ACC98518,156.13,FAILED
TXN984595,2025-05-03,Mumbai,MUM-1,ACC39354,3023.86,SUCCESS
TXN505464,2025-05-03,Mumbai,MUM-1,ACC60233,824.55,FAILED
TXN741799,2025-05-03,Mumbai,MUM-1,ACC18358,3709.68,SUCCESS
TXN265608,2025-05-03,Mumbai,MUM-1,ACC68296,9229.11,SUCCESS
TXN664009,2025-05-03,Mumbai,MUM-1,ACC37428,4126.27,SUCCESS
TXN492609,2025-05-02,Mumbai,MUM-1,ACC35330,8976.65,SUCCESS
TXN648130,2025-05-02,Mumbai,MUM-1,ACC79872,8578.74,PENDING
TXN276883,2025-05-02,Mumbai,MUM-1,ACC52769,9724.36,SUCCESS
TXN206149,2025-05-02,Mumbai,MUM-1,ACC95271,1655.37,SUCCESS
TXN938383,2025-05-02,Mumbai,MUM-1,ACC74381,484.02,SUCCESS
TXN565896,2025-05-02,Mumbai,MUM-1,ACC82669,9808.82,SUCCESS
TXN793058,2025-05-02,Mumbai,MUM-1,ACC68325,1400.18,SUCCESS
TXN259405,2025-05-02,Mumbai,MUM-1,ACC97156,4360.58,FAILED
TXN416219,2025-05-02,Mumbai,MUM-1,ACC89921,4984.4,SUCCESS
TXN596789,2025-05-02,Mumbai,MUM-1,ACC91901,2556.65,FAILED
TXN568633,2025-05-02,Mumbai,MUM-1,ACC54113,6934.92,SUCCESS
TXN321571,2025-05-02,Mumbai,MUM-1,ACC22178,5467.68,SUCCESS
TXN967688,2025-05-02,Mumbai,MUM-1,ACC47123,5038.31,SUCCESS
TXN123039,2025-05-02,Mumbai,MUM-1,ACC44207,3584.1,FAILED
TXN977283,2025-05-02,Mumbai,MUM-1,ACC35163,8369.76,SUCCESS
TXN809837,2025-05-02,Mumbai,MUM-1,ACC37534,2978.99,SUCCESS
TXN508823,2025-05-02,Mumbai,MUM-1,ACC62562,4731.52,FAILED
TXN844310,2025-05-02,Mumbai,MUM-1,ACC36962,4558.91,FAILED
TXN300632,2025-05-02,Mumbai,MUM-1,ACC75388,5123.42,SUCCESS
TXN338669,2025-05-02,Mumbai,MUM-1,ACC28728,978.17,SUCCESS
TXN498745,2025-05-02,Mumbai,MUM-1,ACC40508,3826.93,SUCCESS
TXN917405,2025-05-02,Mumbai,MUM-1,ACC98938,8879.96,SUCCESS
TXN874270,2025-05-02,Mumbai,MUM-1,ACC11161,6673.53,SUCCESS
TXN409322,2025-05-02,Mumbai,MUM-1,ACC42500,8534.46,SUCCESS
TXN571560,2025-05-02,Mumbai,MUM-1,ACC27516,9995.71,SUCCESS
TXN303389,2025-05-02,Mumbai,MUM-1,ACC19638,2931.42,SUCCESS
TXN451133,2025-05-02,Mumbai,MUM-1,ACC88277,8121.48,FAILED
TXN381934,2025-05-02,Mumbai,MUM-1,ACC52271,3320.39,SUCCESS
TXN971446,2025-05-02,Mumbai,MUM-1,ACC42594,6795.06,SUCCESS
TXN728376,2025-05-02,Mumbai,MUM-1,ACC40970,2932.57,SUCCESS
TXN231437,2025-05-02,Mumbai,MUM-1,ACC98480,1491.47,FAILED
TXN127737,2025-05-02,Mumbai,MUM-1,ACC50005,4079.93,SUCCESS
TXN887851,2025-05-02,Mumbai,MUM-1,ACC87260,3751.64,SUCCESS
TXN324937,2025-05-02,Mumbai,MUM-1,ACC91829,3989.89,FAILED
TXN130805,2025-05-02,Mumbai,MUM-1,ACC27800,3698.56,SUCCESS
TXN700898,2025-05-02,Mumbai,MUM-1,ACC33213,2225.34,FAILED
TXN618762,2025-05-02,Mumbai,MUM-1,ACC90450,3110.78,SUCCESS
TXN922617,2025-05-02,Mumbai,MUM-1,ACC67195,3910.75,SUCCESS
TXN443350,2025-05-02,Mumbai,MUM-1,ACC22139,2136.32,SUCCESS
TXN145598,2025-05-02,Mumbai,MUM-1,ACC75575,5301.13,SUCCESS
TXN827602,2025-05-02,Mumbai,MUM-1,ACC73760,2939.27,SUCCESS
TXN925291,2025-05-02,Mumbai,MUM-1,ACC44889,4989.45,SUCCESS
TXN108102,2025-05-02,Mumbai,MUM-1,ACC53449,7808.88,SUCCESS
TXN616801,2025-05-02,Mumbai,MUM-1,ACC37612,1594.69,SUCCESS
TXN699097,2025-05-02,Mumbai,MUM-1,ACC12301,4755.22,SUCCESS
TXN214169,2025-05-02,Mumbai,MUM-1,ACC30481,6847.16,SUCCESS
TXN663937,2025-05-02,Mumbai,MUM-1,ACC58315,4890.86,SUCCESS
TXN577401,2025-05-02,Mumbai,MUM-1,ACC35844,280.11,FAILED
TXN214525,2025-05-02,Mumbai,MUM-1,ACC53412,6608.14,SUCCESS
TXN722364,2025-05-02,Mumbai,MUM-1,ACC74323,2326.78,SUCCESS
TXN871477,2025-05-02,Mumbai,MUM-1,ACC83661,2583.11,SUCCESS
TXN734230,2025-05-02,Mumbai,MUM-1,ACC63400,4017.37,SUCCESS
TXN174406,2025-05-02,Mumbai,MUM-1,ACC99711,7613.64,SUCCESS
TXN915419,2025-05-02,Mumbai,MUM-1,ACC52966,6525.93,PENDING
TXN631426,2025-05-02,Mumbai,MUM-1,ACC96305,1715.45,PENDING
TXN485591,2025-05-02,Mumbai,MUM-1,ACC41372,5373.49,SUCCESS
